0.7,0.0331582099199295
0.75,0.032386797666549685
0.9,0.03174410462379455
0.95,0.03116115927696228
0.95,0.030619853734970094
0.95,0.03010900616645813
0.95,0.028514233231544495
1.0,0.02223348170518875
1.0,0.01686905324459076
1.0,0.012727396190166473
1.0,0.00961332768201828
1.0,0.00725674033164978
1.0,0.010821417719125748
1.0,0.0073422655463218685
1.0,0.004971775785088539
1.0,0.00337786041200161
1.0,0.002309476025402546
1.0,0.0015953421592712403
1.0,0.003054918348789215
1.0,0.0019584590569138526
1.0,0.00127203781157732
1.0,0.0008508127182722091
1.0,0.0005943424068391324
1.0,0.00043587787076830863
1.0,0.0008201910182833672
1.0,0.0005529835354536772
1.0,0.0003854377195239067
1.0,0.0002790737198665738
1.0,0.00020990034099668264
1.0,0.00016424854984506965
1.0,0.0002717508701607585
1.0,0.00019813883118331433
1.0,0.00014818594790995122
1.0,0.00011376686161383987
1.0,8.93771939445287e-05
1.0,7.164797862060368e-05
1.0,0.00011180510045960546
1.0,8.604877511970699e-05
1.0,6.706045242026449e-05
1.0,5.286856321617961e-05
1.0,4.208508471492678e-05
1.0,3.3761264057829975e-05
1.0,5.2573037100955845e-05
1.0,4.162072145845741e-05
1.0,3.312491462565958e-05
1.0,2.6520664687268435e-05
1.0,2.1361882681958376e-05
1.0,1.733476674417034e-05
1.0,2.673109993338585e-05
1.0,2.1675368770956993e-05
1.0,1.7691217362880706e-05
1.0,1.454467128496617e-05
1.0,1.204013024107553e-05
1.0,1.005244776024483e-05
1.0,1.4780726633034647e-05
1.0,1.2378356768749654e-05
1.0,1.0446424130350352e-05
1.0,8.886052819434554e-06
1.0,7.624765567015857e-06
1.0,6.600129563594237e-06
1.0,9.048064384842291e-06
1.0,7.85083175287582e-06
1.0,6.865237082820386e-06
1.0,6.0538139223353936e-06
1.0,5.384426913224161e-06
1.0,4.831486876355484e-06
1.0,6.150329863885418e-06
1.0,5.5187840189319106e-06
1.0,4.989387889509089e-06
1.0,4.542790702544153e-06
1.0,4.164404890616424e-06
1.0,3.841723810182884e-06
1.0,4.597908628056757e-06
1.0,4.242764407536015e-06
1.0,3.935579297831282e-06
1.0,3.668609861051664e-06
1.0,3.4353048249613495e-06
1.0,3.23119675158523e-06
1.0,3.7004916521254928e-06
1.0,3.481191743048839e-06
1.0,3.2863208616618067e-06
1.0,3.1123057851800694e-06
1.0,2.955570744234137e-06
1.0,2.816116284520831e-06
1.0,3.1310781196225433e-06
1.0,2.9829845516360367e-06
1.0,2.8488944735727274e-06
1.0,2.72642464551609e-06
1.0,2.6131912818527782e-06
1.0,2.509492333047092e-06
1.0,2.7383441192796456e-06
1.0,2.631070674397051e-06
1.0,2.5312459911219775e-06
1.0,2.4382747142226434e-06
1.0,2.3518583475379274e-06
1.0,2.2705073206452655e-06
1.0,2.4463199224555867e-06
1.0,2.363181920372881e-06
1.0,2.28540702664759e-06
1.0,2.2112079022917895e-06
